order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,discount_amount,total_amount
ORD00002852,CUST000007,2024-08-14 22:45:13,Completed,PayPal,9981 Oak St,Los Angeles,TX,1.04,1072.21
ORD00002853,CUST000991,2025-02-18 22:45:13,Processing,Credit Card,2930 Main St,New York,PA,33.06,3054.14
ORD00002854,CUST000596,2025-01-10 22:45:13,Completed,PayPal,5398 Park St,Houston,CA,39.32,3028.96
ORD00002855,CUST000333,2025-02-13 22:45:13,Completed,Cash,3202 Oak St,San Antonio,NY,36.7,5530.02
ORD00002856,CUST000502,2024-12-25 22:45:13,Completed,Credit Card,7840 Elm St,Chicago,NY,37.42,2230.08
ORD00002857,CUST000538,2025-02-27 22:45:13,Completed,Bank Transfer,1798 Elm St,Chicago,CA,22.96,8803.86
ORD00002858,CUST000831,2024-10-16 22:45:13,Completed,PayPal,4150 Park St,San Antonio,AZ,36.21,233.79
ORD00002859,CUST000375,2025-02-15 22:45:13,Cancelled,Bank Transfer,3697 Elm St,Houston,CA,13.15,2982.07
ORD00002860,CUST000378,2025-05-01 22:45:13,Cancelled,Credit Card,4212 Main St,Philadelphia,AZ,46.31,270.79
ORD00002861,CUST000585,2024-08-12 22:45:13,Cancelled,Credit Card,1824 Main St,New York,CA,30.7,5880.26
ORD00002862,CUST000763,2024-11-22 22:45:13,Completed,Credit Card,5997 Main St,San Jose,NY,47.81,4049.04
ORD00002863,CUST000629,2024-10-05 22:45:13,Processing,Bank Transfer,196 Oak St,Philadelphia,CA,42.07,8169.31
ORD00002864,CUST000208,2024-08-18 22:45:13,Cancelled,Bank Transfer,3517 Park St,San Diego,TX,18.66,2408.73
ORD00002865,CUST000147,2025-04-16 22:45:13,Cancelled,Cash,7647 Main St,Phoenix,AZ,48.45,3066.75
ORD00002866,CUST000480,2024-12-29 22:45:13,Shipped,Bank Transfer,5637 Park St,Dallas,CA,38.1,12405.25
ORD00002867,CUST000752,2025-01-11 22:45:13,Completed,Credit Card,1850 Park St,Houston,TX,21.63,5512.16
ORD00002868,CUST000703,2025-07-12 22:45:13,Cancelled,Bank Transfer,1933 Elm St,New York,NY,3.58,6785.54
ORD00002869,CUST000132,2025-05-22 22:45:13,Cancelled,PayPal,5822 Main St,Houston,AZ,11.83,5971.66
ORD00002870,CUST000870,2025-05-30 22:45:13,Processing,PayPal,4093 Elm St,Dallas,PA,23.53,6155.38
ORD00002871,CUST000740,2024-10-30 22:45:13,Completed,Cash,9340 Elm St,Philadelphia,CA,28.15,5010.64
ORD00002872,CUST000689,2025-01-27 22:45:13,Cancelled,PayPal,232 Oak St,Chicago,IL,1.76,10312.05
ORD00002873,CUST000756,2025-04-24 22:45:13,Processing,PayPal,9985 Oak St,Houston,TX,8.53,1206.46
ORD00002874,CUST000016,2024-12-04 22:45:13,Cancelled,Bank Transfer,5309 Main St,Dallas,NY,24.08,2806.83
ORD00002875,CUST000698,2024-08-03 22:45:13,Completed,Cash,7363 Elm St,San Antonio,IL,26.01,4927.29
ORD00002876,CUST000215,2024-09-10 22:45:13,Shipped,Credit Card,7918 Elm St,San Jose,TX,11.66,4276.56
ORD00002877,CUST000547,2024-08-24 22:45:13,Completed,PayPal,4133 Elm St,New York,CA,8.31,6696.04
ORD00002878,CUST000412,2024-12-23 22:45:13,Shipped,Cash,9841 Park St,San Diego,PA,22.96,3895.09
ORD00002879,CUST000865,2024-11-03 22:45:13,Shipped,Cash,6233 Park St,San Antonio,NY,28.5,3057.37
ORD00002880,CUST000739,2024-12-04 22:45:13,Completed,Bank Transfer,4026 Elm St,Chicago,TX,37.35,2157.84
ORD00002881,CUST000438,2024-08-31 22:45:13,Cancelled,Cash,7917 Oak St,San Antonio,CA,46.84,846.2
ORD00002882,CUST000923,2024-12-20 22:45:13,Shipped,Credit Card,2433 Main St,Philadelphia,TX,10.78,4797.7
ORD00002883,CUST000651,2024-08-07 22:45:13,Shipped,PayPal,6253 Main St,San Diego,CA,29.52,8220.49
ORD00002884,CUST000099,2024-09-15 22:45:13,Shipped,Bank Transfer,4703 Main St,Chicago,CA,17.96,8335.79
ORD00002885,CUST000798,2024-09-12 22:45:13,Completed,Bank Transfer,5418 Main St,Los Angeles,CA,41.26,1532.12
ORD00002886,CUST000977,2025-05-11 22:45:13,Completed,Bank Transfer,6987 Park St,Dallas,TX,7.86,5874.28
ORD00002887,CUST000338,2024-09-13 22:45:13,Processing,Cash,3441 Park St,Houston,CA,30.55,6219.39
ORD00002888,CUST000025,2025-07-03 22:45:13,Cancelled,Cash,5521 Oak St,San Antonio,PA,47.93,4000.32
ORD00002889,CUST000450,2024-08-22 22:45:13,Shipped,Bank Transfer,1507 Oak St,San Jose,NY,24.03,7646.23
ORD00002890,CUST000154,2024-10-16 22:45:13,Processing,Bank Transfer,4114 Park St,Phoenix,NY,41.41,2566.47
ORD00002891,CUST000289,2024-11-23 22:45:13,Processing,Credit Card,7604 Park St,San Antonio,NY,42.11,681.52
ORD00002892,CUST000900,2025-04-18 22:45:13,Shipped,PayPal,3685 Main St,San Diego,TX,30.44,7418.32
ORD00002893,CUST000861,2025-03-01 22:45:13,Processing,PayPal,7125 Park St,San Jose,TX,8.54,391.37
ORD00002894,CUST000735,2024-08-02 22:45:13,Completed,Credit Card,6663 Elm St,San Diego,TX,1.56,4338.35
ORD00002895,CUST000346,2025-01-11 22:45:13,Shipped,Cash,5476 Park St,Phoenix,NY,24.44,1760.91
ORD00002896,CUST000288,2024-10-04 22:45:13,Cancelled,Bank Transfer,1617 Park St,Philadelphia,CA,39.32,5290.61
ORD00002897,CUST000393,2025-05-18 22:45:13,Cancelled,Credit Card,6728 Oak St,Chicago,IL,34.1,3049.72
ORD00002898,CUST000095,2024-09-19 22:45:13,Processing,Cash,898 Oak St,Dallas,TX,25.76,4218.06
ORD00002899,CUST000990,2024-09-01 22:45:13,Completed,Cash,5187 Oak St,Chicago,CA,8.62,3292.51
ORD00002900,CUST000172,2025-07-06 22:45:13,Processing,Bank Transfer,5209 Oak St,San Diego,CA,9.5,5228.13
ORD00002901,CUST000444,2025-04-08 22:45:13,Completed,Credit Card,3857 Main St,San Diego,CA,19.23,4171.21
ORD00002902,CUST000493,2024-11-24 22:45:13,Processing,Bank Transfer,8908 Main St,Phoenix,AZ,45.71,2209.67
ORD00002903,CUST000163,2024-11-01 22:45:13,Cancelled,PayPal,2425 Park St,Houston,TX,4.81,8594.49
ORD00002904,CUST000211,2024-12-20 22:45:13,Shipped,Cash,9490 Elm St,San Diego,TX,15.95,6138.84
ORD00002905,CUST000660,2025-05-14 22:45:13,Shipped,Cash,5814 Oak St,Phoenix,CA,20.49,4923.02
ORD00002906,CUST000218,2024-10-04 22:45:13,Shipped,Credit Card,3978 Park St,Chicago,CA,43.47,4427.66
ORD00002907,CUST000990,2024-12-08 22:45:13,Processing,Bank Transfer,1264 Elm St,Chicago,CA,20.51,7200.35
ORD00002908,CUST000887,2024-12-20 22:45:13,Shipped,Credit Card,9555 Elm St,San Antonio,TX,16.11,2142.7
ORD00002909,CUST000407,2024-12-05 22:45:13,Cancelled,Bank Transfer,883 Park St,San Diego,PA,45.36,6431.84
ORD00002910,CUST000254,2025-06-20 22:45:13,Processing,Credit Card,4927 Oak St,San Jose,TX,28.46,6076.2
ORD00002911,CUST000183,2024-07-24 22:45:13,Completed,PayPal,1689 Park St,New York,TX,47.15,433.34
ORD00002912,CUST000054,2024-12-02 22:45:13,Processing,Cash,9525 Oak St,Chicago,TX,9.66,2346.55
ORD00002913,CUST000934,2024-08-05 22:45:13,Completed,Bank Transfer,4323 Elm St,Philadelphia,AZ,44.23,3047.33
ORD00002914,CUST000322,2025-07-02 22:45:13,Shipped,Bank Transfer,6100 Elm St,Los Angeles,TX,9.0,1640.65
ORD00002915,CUST000406,2025-03-24 22:45:13,Processing,Cash,7489 Elm St,San Jose,CA,47.61,1874.94
ORD00002916,CUST000071,2025-01-25 22:45:13,Cancelled,Credit Card,5666 Elm St,Los Angeles,CA,32.14,5245.49
ORD00002917,CUST000310,2024-12-08 22:45:13,Processing,Cash,9632 Park St,Chicago,PA,31.31,1260.73
ORD00002918,CUST000838,2025-06-20 22:45:13,Completed,Credit Card,8332 Elm St,Chicago,NY,29.72,7156.64
ORD00002919,CUST000778,2024-07-29 22:45:13,Processing,Cash,2311 Elm St,New York,PA,4.1,1265.95
ORD00002920,CUST000733,2024-09-05 22:45:13,Cancelled,Bank Transfer,390 Main St,San Diego,TX,48.75,5343.43
ORD00002921,CUST000015,2024-08-13 22:45:13,Cancelled,PayPal,9071 Oak St,Chicago,CA,48.07,3854.42
ORD00002922,CUST000706,2025-07-01 22:45:13,Processing,Bank Transfer,9511 Park St,Houston,IL,48.13,8296.74
ORD00002923,CUST000065,2024-10-11 22:45:13,Processing,Credit Card,6918 Oak St,Chicago,CA,28.44,7304.15
ORD00002924,CUST000546,2024-07-28 22:45:13,Shipped,Cash,5871 Main St,New York,TX,49.92,960.28
ORD00002925,CUST000850,2024-12-28 22:45:13,Shipped,Credit Card,2023 Elm St,San Antonio,CA,1.1,2851.81
ORD00002926,CUST000211,2025-06-18 22:45:13,Cancelled,PayPal,3879 Park St,San Diego,TX,48.12,889.77
ORD00002927,CUST000274,2024-08-20 22:45:13,Cancelled,PayPal,5816 Elm St,Dallas,CA,27.88,1201.82
ORD00002928,CUST000064,2024-09-24 22:45:13,Cancelled,PayPal,4915 Main St,Los Angeles,PA,5.15,6065.63
ORD00002929,CUST000122,2024-09-06 22:45:13,Shipped,PayPal,1103 Main St,Phoenix,AZ,10.24,1918.83
ORD00002930,CUST000930,2024-11-23 22:45:13,Shipped,PayPal,8047 Main St,New York,TX,28.28,845.29
ORD00002931,CUST000403,2025-04-18 22:45:13,Completed,Cash,1329 Main St,Houston,TX,23.51,3161.16
ORD00002932,CUST000872,2025-01-27 22:45:13,Completed,Credit Card,4477 Park St,San Diego,TX,17.62,1320.86
ORD00002933,CUST000979,2025-04-20 22:45:13,Shipped,Bank Transfer,4334 Main St,Philadelphia,IL,36.63,6123.35
ORD00002934,CUST000284,2025-04-17 22:45:13,Cancelled,PayPal,5192 Main St,Phoenix,NY,22.8,522.9
ORD00002935,CUST000017,2025-02-28 22:45:13,Shipped,Bank Transfer,2714 Oak St,Chicago,CA,48.02,3539.62
ORD00002936,CUST000320,2024-07-28 22:45:13,Cancelled,Credit Card,2058 Main St,San Jose,CA,3.51,2810.99
ORD00002937,CUST000098,2025-03-23 22:45:13,Cancelled,Bank Transfer,1504 Oak St,Dallas,CA,29.68,5607.22
ORD00002938,CUST000086,2025-02-18 22:45:13,Shipped,Bank Transfer,4736 Park St,San Jose,TX,43.81,169.69
ORD00002939,CUST000343,2025-03-15 22:45:13,Processing,Bank Transfer,6906 Oak St,Chicago,TX,0.52,4616.57
ORD00002940,CUST000916,2025-04-14 22:45:13,Processing,PayPal,8075 Park St,Dallas,CA,9.39,5004.29
ORD00002941,CUST000098,2024-07-23 22:45:13,Shipped,PayPal,4348 Oak St,Dallas,CA,47.79,6546.58
ORD00002942,CUST000591,2025-04-11 22:45:13,Processing,Cash,3206 Main St,San Antonio,PA,5.03,455.44
ORD00002943,CUST000209,2025-06-02 22:45:13,Cancelled,PayPal,2317 Oak St,Los Angeles,NY,19.71,9323.93
ORD00002944,CUST000689,2025-03-01 22:45:13,Completed,Cash,8991 Main St,Chicago,IL,44.84,3730.72
ORD00002945,CUST000488,2025-01-02 22:45:13,Cancelled,Cash,4590 Main St,Chicago,CA,19.42,2240.89
ORD00002946,CUST000288,2025-06-22 22:45:13,Completed,PayPal,4773 Park St,Philadelphia,CA,13.53,383.81
ORD00002947,CUST000559,2025-01-28 22:45:13,Processing,Cash,1351 Oak St,Phoenix,TX,8.53,9432.85
ORD00002948,CUST000106,2024-10-27 22:45:13,Cancelled,Bank Transfer,1173 Park St,Los Angeles,TX,37.69,7482.86
ORD00002949,CUST000135,2025-02-19 22:45:13,Completed,Credit Card,1539 Oak St,Los Angeles,TX,44.98,3207.22
ORD00002950,CUST000572,2024-09-23 22:45:13,Cancelled,Bank Transfer,5443 Elm St,San Diego,NY,7.79,2841.01
ORD00002951,CUST000395,2024-12-26 22:45:13,Completed,Bank Transfer,2321 Elm St,Los Angeles,TX,3.85,3511.15
ORD00002952,CUST000681,2024-12-18 22:45:13,Shipped,PayPal,7602 Main St,New York,AZ,15.5,5246.59
ORD00002953,CUST000697,2025-06-07 22:45:13,Shipped,PayPal,9668 Elm St,San Antonio,TX,31.97,10570.4
ORD00002954,CUST000872,2025-06-26 22:45:13,Processing,Credit Card,6614 Main St,San Diego,TX,6.73,7956.23
ORD00002955,CUST000255,2025-03-07 22:45:13,Cancelled,Credit Card,4944 Main St,Chicago,PA,20.45,2822.33
ORD00002956,CUST000720,2025-06-23 22:45:13,Completed,PayPal,5597 Elm St,Phoenix,PA,46.12,5109.32
ORD00002957,CUST000935,2025-05-18 22:45:13,Shipped,Cash,4949 Oak St,Phoenix,TX,19.35,2668.68
ORD00002958,CUST000123,2025-02-08 22:45:13,Cancelled,Cash,7772 Elm St,San Diego,CA,45.15,1031.55
ORD00002959,CUST000074,2024-12-31 22:45:13,Cancelled,Cash,3615 Oak St,New York,CA,29.87,3048.45
ORD00002960,CUST000980,2024-09-16 22:45:13,Shipped,Cash,4633 Main St,Los Angeles,CA,9.96,6306.37
ORD00002961,CUST000211,2024-11-14 22:45:13,Processing,Cash,586 Oak St,San Diego,TX,25.26,3847.89
ORD00002962,CUST000186,2024-12-02 22:45:13,Shipped,PayPal,9019 Park St,San Antonio,IL,37.78,4139.9
ORD00002963,CUST000723,2025-06-07 22:45:13,Cancelled,Bank Transfer,1914 Elm St,Dallas,TX,37.73,1126.0
ORD00002964,CUST000579,2024-10-05 22:45:13,Completed,PayPal,6555 Main St,San Jose,AZ,14.85,3944.39
ORD00002965,CUST000508,2025-03-18 22:45:13,Cancelled,PayPal,6757 Park St,San Jose,NY,41.39,3219.46
ORD00002966,CUST000516,2024-09-18 22:45:13,Cancelled,Credit Card,1054 Oak St,Dallas,TX,41.78,2602.0
ORD00002967,CUST000074,2025-03-22 22:45:13,Processing,PayPal,1756 Park St,New York,CA,15.84,3384.85
ORD00002968,CUST000571,2025-03-13 22:45:13,Completed,Cash,8785 Park St,Phoenix,PA,40.76,7979.64
ORD00002969,CUST000610,2025-06-03 22:45:13,Processing,PayPal,5267 Park St,Philadelphia,TX,43.37,4540.02
ORD00002970,CUST000378,2024-08-14 22:45:13,Cancelled,Cash,5304 Main St,Philadelphia,AZ,12.53,3335.08
ORD00002971,CUST000355,2024-10-01 22:45:13,Completed,Cash,630 Park St,Chicago,CA,26.56,7794.33
ORD00002972,CUST000957,2025-03-30 22:45:13,Completed,Credit Card,6699 Oak St,New York,TX,25.29,4831.5
ORD00002973,CUST000317,2025-04-21 22:45:13,Completed,PayPal,6515 Park St,Los Angeles,PA,41.91,7276.33
ORD00002974,CUST000712,2025-06-03 22:45:13,Shipped,PayPal,7994 Park St,Dallas,NY,35.16,2902.82
ORD00002975,CUST000603,2025-06-27 22:45:13,Cancelled,Bank Transfer,8066 Oak St,San Jose,TX,33.27,9994.76
ORD00002976,CUST000921,2025-02-06 22:45:13,Shipped,PayPal,5965 Elm St,Dallas,PA,44.69,12026.08
ORD00002977,CUST000865,2025-03-01 22:45:13,Completed,Credit Card,4385 Main St,San Antonio,NY,32.19,7717.91
ORD00002978,CUST000456,2025-03-19 22:45:13,Processing,PayPal,5560 Elm St,Houston,NY,46.48,2326.08
ORD00002979,CUST000060,2025-01-31 22:45:13,Cancelled,Credit Card,7900 Main St,New York,CA,18.5,4635.4
ORD00002980,CUST000902,2024-12-18 22:45:13,Shipped,Credit Card,883 Park St,San Antonio,AZ,47.58,10051.87
ORD00002981,CUST000222,2025-02-06 22:45:13,Cancelled,Bank Transfer,7743 Main St,New York,NY,8.74,3821.51
ORD00002982,CUST000239,2025-04-15 22:45:13,Cancelled,Bank Transfer,7052 Park St,San Jose,TX,36.13,484.97
ORD00002983,CUST000553,2025-06-05 22:45:13,Shipped,Cash,3902 Elm St,San Antonio,IL,11.84,1558.61
ORD00002984,CUST000243,2024-11-20 22:45:13,Shipped,Cash,856 Oak St,San Diego,CA,14.92,900.48
ORD00002985,CUST000782,2025-02-17 22:45:13,Processing,Cash,9114 Elm St,San Antonio,CA,35.57,5057.89
ORD00002986,CUST000840,2024-10-01 22:45:13,Processing,PayPal,4034 Elm St,New York,IL,20.51,2449.19
ORD00002987,CUST000447,2025-01-25 22:45:13,Processing,Credit Card,8079 Park St,New York,CA,34.15,6053.48
ORD00002988,CUST000113,2025-05-12 22:45:13,Cancelled,Credit Card,2408 Elm St,Philadelphia,CA,49.74,1865.9
ORD00002989,CUST000466,2025-02-07 22:45:13,Shipped,Credit Card,9711 Oak St,Los Angeles,CA,25.24,6602.93
ORD00002990,CUST000541,2025-02-27 22:45:13,Shipped,Credit Card,1052 Elm St,San Jose,TX,5.55,3917.83
ORD00002991,CUST000066,2025-05-08 22:45:13,Shipped,Bank Transfer,1096 Elm St,Philadelphia,TX,8.91,8015.93
ORD00002992,CUST000119,2024-11-29 22:45:13,Processing,Credit Card,4144 Oak St,Phoenix,IL,26.92,1947.32
ORD00002993,CUST000210,2025-03-09 22:45:13,Completed,Credit Card,502 Park St,New York,AZ,48.79,4763.71
ORD00002994,CUST000973,2024-09-05 22:45:13,Completed,Bank Transfer,9171 Park St,San Diego,IL,27.64,6397.06
ORD00002995,CUST000243,2025-02-15 22:45:13,Cancelled,Bank Transfer,1091 Main St,San Diego,CA,23.32,1756.63
ORD00002996,CUST000832,2025-03-25 22:45:13,Processing,PayPal,8617 Park St,San Antonio,TX,40.81,445.06
ORD00002997,CUST000976,2024-08-11 22:45:13,Shipped,PayPal,5151 Main St,San Diego,TX,16.11,1706.4
ORD00002998,CUST000602,2025-01-05 22:45:13,Processing,Credit Card,9683 Elm St,Phoenix,AZ,31.42,7885.61
ORD00002999,CUST000217,2025-03-01 22:45:13,Shipped,Cash,1657 Park St,Phoenix,CA,30.54,2151.29
ORD00003000,CUST000343,2024-11-06 22:45:13,Processing,Cash,4140 Elm St,Chicago,TX,2.32,2844.55
ORD00003001,CUST000213,2024-08-13 22:45:13,Completed,PayPal,4563 Oak St,San Diego,CA,9.75,4324.08
ORD00003002,CUST000285,2025-06-03 22:45:13,Cancelled,Credit Card,8173 Park St,Houston,TX,33.76,3182.3
ORD00003003,CUST000836,2025-02-14 22:45:13,Processing,Cash,6906 Park St,San Antonio,PA,18.13,9301.21
ORD00003004,CUST000467,2025-05-12 22:45:13,Processing,Cash,606 Elm St,San Diego,TX,41.2,8438.1
ORD00003005,CUST000156,2025-05-31 22:45:13,Completed,Cash,4827 Main St,Houston,CA,10.79,2458.74
ORD00003006,CUST000396,2025-07-14 22:45:13,Completed,Bank Transfer,5790 Park St,San Jose,PA,29.38,9009.55
ORD00003007,CUST000337,2025-02-14 22:45:13,Cancelled,Bank Transfer,460 Park St,Houston,TX,2.97,5664.43
ORD00003008,CUST000952,2025-07-19 22:45:13,Completed,Cash,8932 Main St,Phoenix,AZ,23.74,9157.59
ORD00003009,CUST000427,2025-04-13 22:45:13,Processing,Credit Card,4002 Main St,Los Angeles,TX,14.09,780.59
ORD00003010,CUST000557,2024-08-15 22:45:13,Cancelled,PayPal,2132 Oak St,Houston,AZ,25.85,1927.69
ORD00003011,CUST000237,2024-08-05 22:45:13,Shipped,PayPal,7728 Elm St,Houston,NY,33.08,2903.97
ORD00003012,CUST000361,2024-10-15 22:45:13,Processing,Bank Transfer,8114 Oak St,New York,IL,4.51,4002.75
ORD00003013,CUST000178,2024-08-20 22:45:13,Shipped,PayPal,7179 Park St,Chicago,PA,21.46,2905.04
ORD00003014,CUST000427,2025-02-18 22:45:13,Cancelled,PayPal,9235 Main St,Los Angeles,TX,21.24,1279.52
ORD00003015,CUST000837,2024-11-25 22:45:13,Completed,Bank Transfer,2520 Main St,Phoenix,TX,24.44,5059.33
ORD00003016,CUST000024,2025-07-05 22:45:13,Shipped,Bank Transfer,1602 Park St,San Jose,CA,31.77,960.3
ORD00003017,CUST000755,2024-11-20 22:45:13,Processing,Credit Card,3121 Oak St,Chicago,IL,9.23,5507.95
ORD00003018,CUST000904,2025-05-13 22:45:13,Shipped,Cash,2656 Main St,Los Angeles,CA,48.3,1533.15
ORD00003019,CUST000159,2024-09-04 22:45:13,Processing,Bank Transfer,7435 Elm St,Los Angeles,PA,34.23,5044.48
ORD00003020,CUST000342,2024-11-23 22:45:13,Processing,PayPal,2691 Park St,New York,NY,31.77,6243.21
ORD00003021,CUST000970,2025-03-05 22:45:13,Shipped,PayPal,9205 Park St,New York,NY,6.19,3405.71
ORD00003022,CUST000353,2025-07-18 22:45:13,Cancelled,PayPal,4895 Main St,San Diego,NY,48.39,4607.61
ORD00003023,CUST000442,2024-10-17 22:45:13,Cancelled,Bank Transfer,1403 Main St,Phoenix,TX,9.17,616.56
ORD00003024,CUST000339,2025-05-22 22:45:13,Cancelled,PayPal,3646 Oak St,Chicago,TX,14.04,726.56
ORD00003025,CUST000307,2025-02-18 22:45:13,Processing,Bank Transfer,9097 Main St,New York,TX,16.84,715.74
ORD00003026,CUST000338,2025-02-21 22:45:13,Processing,Credit Card,1351 Elm St,Houston,CA,9.72,9714.31
ORD00003027,CUST000075,2024-11-21 22:45:13,Cancelled,Cash,4385 Park St,San Antonio,IL,5.81,5083.65
ORD00003028,CUST000546,2024-10-29 22:45:13,Cancelled,PayPal,9002 Elm St,New York,TX,8.23,4561.06
ORD00003029,CUST000875,2025-02-05 22:45:13,Completed,Cash,3860 Elm St,San Diego,AZ,10.42,8602.86
ORD00003030,CUST000022,2025-05-08 22:45:13,Shipped,Bank Transfer,948 Oak St,San Jose,NY,16.04,570.73
ORD00003031,CUST000802,2024-08-17 22:45:13,Processing,PayPal,5971 Oak St,San Antonio,TX,41.76,3144.84
ORD00003032,CUST000611,2025-05-10 22:45:13,Cancelled,Credit Card,4642 Main St,San Antonio,TX,19.93,8825.77
ORD00003033,CUST000745,2025-01-14 22:45:13,Completed,PayPal,6490 Park St,San Diego,CA,30.58,8276.62
ORD00003034,CUST000273,2024-10-20 22:45:13,Shipped,Cash,2217 Elm St,San Jose,CA,17.09,4122.71
ORD00003035,CUST000769,2024-11-08 22:45:13,Shipped,Cash,3068 Park St,Chicago,NY,14.85,4946.11
ORD00003036,CUST000306,2024-09-16 22:45:13,Cancelled,Credit Card,5356 Elm St,San Antonio,CA,23.66,3273.37
ORD00003037,CUST000515,2024-09-21 22:45:13,Completed,Credit Card,2196 Elm St,Dallas,TX,36.36,8137.45
ORD00003038,CUST000613,2024-12-06 22:45:13,Shipped,Credit Card,2203 Main St,San Jose,IL,28.99,594.19
ORD00003039,CUST000606,2024-12-05 22:45:13,Shipped,PayPal,1813 Main St,San Diego,NY,2.3,3962.13
ORD00003040,CUST000999,2024-08-07 22:45:13,Completed,PayPal,919 Oak St,Houston,IL,19.17,8128.04
ORD00003041,CUST000195,2024-08-20 22:45:13,Shipped,Credit Card,3679 Elm St,New York,NY,28.34,5954.06
ORD00003042,CUST000700,2025-05-12 22:45:13,Completed,Cash,2100 Main St,Chicago,CA,15.01,1675.1
ORD00003043,CUST000436,2025-03-01 22:45:13,Completed,Bank Transfer,5713 Elm St,Chicago,IL,35.76,816.8
ORD00003044,CUST000299,2025-07-15 22:45:13,Processing,Cash,986 Oak St,San Jose,TX,22.07,3089.46
ORD00003045,CUST000846,2024-10-11 22:45:13,Cancelled,Cash,8016 Elm St,Phoenix,NY,26.74,1220.21
ORD00003046,CUST000534,2024-09-04 22:45:13,Shipped,Bank Transfer,3159 Oak St,San Antonio,NY,45.26,3004.24
ORD00003047,CUST000963,2025-03-15 22:45:13,Completed,Bank Transfer,4364 Main St,San Diego,CA,26.92,1688.12
ORD00003048,CUST000399,2024-07-22 22:45:13,Shipped,Credit Card,8880 Oak St,San Antonio,TX,48.99,1728.69
ORD00003049,CUST000196,2025-01-01 22:45:13,Processing,Bank Transfer,6416 Oak St,Los Angeles,CA,4.58,5751.29
ORD00003050,CUST000770,2025-03-15 22:45:13,Shipped,Cash,9704 Main St,Los Angeles,CA,42.72,7857.54
ORD00003051,CUST000604,2025-04-12 22:45:13,Processing,Cash,4534 Elm St,Philadelphia,AZ,28.7,950.41
ORD00003052,CUST000357,2025-04-18 22:45:13,Completed,Credit Card,2960 Elm St,Chicago,CA,43.95,3469.18
ORD00003053,CUST000936,2025-06-21 22:45:13,Completed,Credit Card,9665 Park St,San Jose,AZ,42.37,4170.22
ORD00003054,CUST000099,2025-02-22 22:45:13,Completed,Cash,7794 Park St,Chicago,CA,9.97,4172.63
ORD00003055,CUST000249,2024-08-20 22:45:13,Completed,Bank Transfer,4742 Elm St,Dallas,TX,17.68,2176.0
ORD00003056,CUST000645,2024-08-10 22:45:13,Completed,Cash,4618 Park St,Dallas,NY,19.04,392.77
ORD00003057,CUST000235,2025-06-22 22:45:13,Processing,Cash,4486 Park St,San Jose,TX,24.37,2578.31
ORD00003058,CUST000874,2024-08-08 22:45:13,Cancelled,Credit Card,9573 Main St,Houston,NY,41.88,7734.97
ORD00003059,CUST000156,2025-01-07 22:45:13,Shipped,Bank Transfer,4817 Main St,Houston,CA,27.24,8495.52
ORD00003060,CUST000009,2025-06-18 22:45:13,Completed,Bank Transfer,173 Elm St,San Diego,CA,5.16,6330.9
ORD00003061,CUST000583,2025-04-24 22:45:13,Cancelled,Cash,6474 Park St,Chicago,PA,5.68,321.7
ORD00003062,CUST000332,2024-11-17 22:45:13,Completed,Credit Card,6457 Elm St,Phoenix,CA,1.97,6885.19
ORD00003063,CUST000254,2024-09-28 22:45:13,Cancelled,Credit Card,6188 Main St,San Jose,TX,12.88,4099.47
ORD00003064,CUST000913,2025-03-29 22:45:13,Shipped,Bank Transfer,7967 Park St,San Antonio,NY,42.27,5234.06
ORD00003065,CUST000956,2024-08-23 22:45:13,Processing,Credit Card,4805 Park St,San Jose,CA,45.91,5928.25
ORD00003066,CUST000139,2024-10-18 22:45:13,Shipped,Bank Transfer,2268 Park St,San Jose,TX,30.76,3132.11
ORD00003067,CUST000757,2025-05-10 22:45:13,Shipped,Credit Card,1929 Park St,Philadelphia,AZ,33.29,1485.64
ORD00003068,CUST000271,2024-11-27 22:45:13,Shipped,Cash,4866 Main St,Los Angeles,CA,12.22,7365.02
ORD00003069,CUST000030,2025-01-12 22:45:13,Completed,Credit Card,8365 Oak St,New York,PA,27.3,5116.06
ORD00003070,CUST000845,2024-08-03 22:45:13,Processing,Cash,224 Oak St,Philadelphia,NY,27.29,1230.62
ORD00003071,CUST000111,2025-01-31 22:45:13,Processing,Cash,1981 Main St,Dallas,TX,11.64,5263.61
ORD00003072,CUST000252,2024-12-14 22:45:13,Shipped,Bank Transfer,9449 Main St,Houston,PA,38.65,2885.36
ORD00003073,CUST000056,2025-01-19 22:45:13,Cancelled,PayPal,1646 Elm St,San Antonio,TX,18.1,4827.52
ORD00003074,CUST000880,2024-08-25 22:45:13,Shipped,Cash,643 Park St,San Diego,TX,44.94,3218.1
ORD00003075,CUST000674,2024-10-14 22:45:13,Cancelled,Cash,6108 Oak St,Los Angeles,NY,19.76,1730.11
ORD00003076,CUST000396,2024-09-11 22:45:13,Processing,Credit Card,1110 Oak St,San Jose,PA,30.47,1928.57
ORD00003077,CUST000389,2025-06-11 22:45:13,Cancelled,Bank Transfer,9857 Elm St,Phoenix,TX,20.97,935.98
ORD00003078,CUST000106,2025-07-17 22:45:13,Processing,Cash,2452 Main St,Los Angeles,TX,11.47,4932.62
ORD00003079,CUST000360,2025-04-08 22:45:13,Completed,Bank Transfer,4274 Park St,San Diego,PA,9.35,168.73
